Gene	sgRNA	OMM25|beta	OMM25|z	OMM25|p-value	OMM25|fdr	OMM25|wald-p-value	OMM25|wald-fdr
CENPB	5	0.18982	1.3055	0.098689	0.45332	0.19174	0.59295
CENPBD1	5	-0.028548	-0.18525	0.94119	0.98704	0.85303	0.94644
CENPC	5	-0.76712	-3.2207	0.0037765	0.061096	0.0012786	0.030987
CENPE	4	-1.0501	-2.8275	0.0012774	0.026376	0.0046918	0.08242
CENPF	5	-0.03518	-0.35172	0.90897	0.98223	0.72505	0.89205
CENPH	5	-0.3016	-1.0009	0.17017	0.57984	0.31688	0.67375
CENPI	5	-0.38629	-1.4212	0.089137	0.43029	0.15525	0.56934
CENPJ	5	-0.14585	-1.4705	0.47856	0.83772	0.14143	0.56078
CENPK	4	-1.2453	-3.2131	0.00027769	0.007278	0.0013133	0.031571
CENPL	5	-0.33522	-1.8472	0.13162	0.5169	0.06472	0.47115
CENPM	10	-0.92623	-5.1272	0	0	2.9413e-07	5.7565e-05
CENPN	5	-0.74949	-2.5802	0.0044985	0.06929	0.0098734	0.14608
CENPO	5	-0.35441	-2.4402	0.11446	0.48758	0.014679	0.19535
CENPP	10	-0.16789	-1.2574	0.29318	0.71823	0.20862	0.60355
CENPQ	5	-0.1983	-1.1777	0.34005	0.75677	0.2389	0.62271
CENPT	5	-0.60597	-2.9754	0.01605	0.16581	0.0029259	0.057959
CENPU	5	-0.20474	-1.869	0.32784	0.74561	0.06162	0.46743
CENPV	5	0.20951	1.3924	0.0662	0.37042	0.16379	0.57585
CENPW	6	-1.0246	-3.8505	5.5537e-05	0.0018587	0.00011787	0.0050772
CEP104	3	-0.14518	-1.1829	0.52327	0.85992	0.23687	0.62271
CEP112	10	-0.17551	-1.828	0.26841	0.6954	0.06755	0.4783
CEP120	5	0.13736	1.1282	0.23886	0.66713	0.25923	0.63671
CEP128	5	0.18592	1.6326	0.10635	0.4704	0.10255	0.52632
CEP135	5	0.0081878	0.059314	0.86771	0.97231	0.9527	0.9824
CEP152	5	-0.05622	-0.4307	0.81523	0.96086	0.66669	0.86488
CEP164	4	0.24631	1.232	0.052094	0.32786	0.21796	0.6083
CEP170	5	-0.1629	-1.3599	0.43008	0.81404	0.17386	0.58451
CEP170B	5	-0.10878	-1.0069	0.60308	0.89257	0.31397	0.67193
CEP19	5	-0.063381	-0.58864	0.78324	0.95433	0.55611	0.81126
CEP192	5	-0.71546	-2.8228	0.0065534	0.092248	0.0047609	0.083118
CEP250	5	-0.0052784	-0.04242	0.93852	0.98669	0.96616	0.98727
CEP290	5	-0.24445	-1.0151	0.25175	0.68002	0.31008	0.66857
CEP350	5	-0.15714	-0.92491	0.44652	0.82326	0.35501	0.69709
CEP41	9	0.20668	1.4052	0.014884	0.15849	0.15997	0.57246
CEP44	4	0.050451	0.41862	0.68694	0.92597	0.6755	0.86909
CEP55	5	-0.026663	-0.14397	0.95157	0.98903	0.88552	0.95793
CEP57	5	-0.072813	-0.44528	0.74459	0.94435	0.65612	0.85989
CEP57L1	5	-0.076247	-0.42625	0.73076	0.93986	0.66993	0.86657
CEP63	5	-0.03947	-0.33729	0.88904	0.97735	0.7359	0.89716
CEP68	5	-0.13057	-1.4864	0.52594	0.86154	0.13718	0.55791
CEP70	5	0.17667	0.75653	0.12596	0.50625	0.44933	0.75435
CEP72	5	-0.089376	-0.40713	0.67666	0.92304	0.68391	0.87343
CEP76	5	0.19955	1.0875	0.082972	0.41794	0.27683	0.64937
CEP78	5	-0.029094	-0.2373	0.9383	0.98669	0.81243	0.93081
CEP85	5	-0.050673	-0.37724	0.8405	0.96926	0.706	0.8834
CEP85L	5	0.10481	0.9562	0.37043	0.77866	0.33897	0.68855
CEP89	5	0.011902	0.088116	0.8475	0.97009	0.92978	0.97566
CEP95	5	-0.17979	-1.2489	0.38437	0.78899	0.2117	0.60428
CEP97	5	-0.11588	-1.0915	0.57636	0.88424	0.27507	0.64839
CEPT1	5	-0.29948	-1.8003	0.17222	0.58169	0.07181	0.4875
CER1	5	0.064303	0.39862	0.56387	0.87882	0.69017	0.87605
CERCAM	5	-0.17349	-1.4869	0.40142	0.79982	0.13703	0.55763
CERK	5	-0.0077886	-0.065995	0.95252	0.98927	0.94738	0.98111
CERKL	4	0.073704	0.74431	0.57053	0.88173	0.45669	0.75747
CERS1	5	-0.10601	-0.7396	0.61213	0.89697	0.45954	0.75847
CERS2	5	-0.35398	-2.3211	0.11507	0.48895	0.020281	0.24427
CERS3	5	0.0019213	0.014418	0.9007	0.97976	0.9885	0.99502
CERS4	5	0.059089	0.48619	0.59008	0.88741	0.62683	0.84409
CERS5	5	0.017843	0.072521	0.81445	0.96086	0.94219	0.97977
CERS6	5	0.20797	1.2874	0.068699	0.37736	0.19797	0.59766
CES1	5	-0.0064259	-0.068822	0.94518	0.98804	0.94513	0.98064
CES2	5	0.057657	0.61624	0.59736	0.89003	0.53774	0.8036
CES3	8	-0.036507	-0.5331	0.94069	0.98704	0.59396	0.83044
CES4A	5	0.21296	1.876	0.061757	0.35825	0.060662	0.46524
CES5A	5	0.048929	0.5049	0.64645	0.91142	0.61363	0.83844
CETN1	5	0.20385	1.3447	0.075197	0.39562	0.17871	0.58607
CETN2	5	0.082775	0.39506	0.47334	0.83578	0.6928	0.87737
CETN3	4	0.2563	1.2243	0.041875	0.29034	0.22084	0.61018
CETP	5	0.22658	1.9716	0.045707	0.30538	0.048652	0.42381
CFB	5	-0.027086	-0.20503	0.94935	0.98844	0.83755	0.93999
CFC1	2	-0.13384	-0.91382	0.5742	0.88337	0.36081	0.70032
CFC1B	4	-0.21411	-1.6618	0.34644	0.76175	0.096558	0.51837
CFD	5	0.044078	0.40576	0.67305	0.92139	0.68492	0.87405
CFDP1	5	-0.26013	-1.7468	0.22642	0.65311	0.080664	0.49538
CFH	5	-0.18139	-1.3545	0.38126	0.7872	0.17557	0.58498
CFHR1	4	0.032132	0.32729	0.77819	0.95242	0.74345	0.9007
CFHR2	4	0.026871	0.12982	0.80595	0.95914	0.89671	0.9614
CFHR3	4	-0.17172	-1.1224	0.43635	0.8181	0.2617	0.63858
CFHR4	7	-0.04025	-0.4728	0.89953	0.97976	0.63636	0.84947
CFHR5	5	0.075527	0.62666	0.50772	0.85219	0.53088	0.79944
CFI	4	0.018018	0.1267	0.84638	0.97009	0.89918	0.96275
CFL1	5	-0.23258	-1.1662	0.27235	0.70067	0.24355	0.62586
CFL2	5	-0.2145	-1.5168	0.30584	0.72767	0.12932	0.55008
CFLAR	8	0.09443	0.88673	0.28457	0.71167	0.37522	0.70932
CFP	5	0.15138	1.1427	0.19199	0.61197	0.25317	0.63165
CFTR	5	-0.0080306	-0.079708	0.95368	0.9894	0.93647	0.97852
CGA	5	0.17921	1.1438	0.12146	0.5008	0.25272	0.63159
CGGBP1	5	-0.080247	-0.77173	0.71393	0.93476	0.44027	0.74888
CGN	5	0.068541	0.87121	0.54226	0.86985	0.38364	0.71411
CGNL1	5	0.030084	0.28236	0.74697	0.94492	0.77767	0.91571
CGREF1	14	-0.0037458	-0.059242	0.76302	0.94852	0.95276	0.9824
CGRRF1	5	0.073137	0.6338	0.51994	0.85756	0.52621	0.79689
CH25H	5	-0.10541	-0.77418	0.61457	0.898	0.43882	0.74796
CHAC1	5	0.0023704	0.019049	0.89864	0.97976	0.9848	0.99367
CHAC2	4	-0.12716	-1.0209	0.56076	0.8771	0.30732	0.66662
CHAD	5	-0.2367	-2.1734	0.26458	0.69254	0.029747	0.31825
CHADL	5	0.203	1.7484	0.076308	0.39942	0.080389	0.4947
CHAF1A	5	-0.96636	-3.1683	0.00027769	0.007278	0.0015331	0.035482
CHAF1B	5	-0.93355	-3.1225	0.0004443	0.010811	0.001793	0.039857
CHAMP1	5	0.24525	1.9554	0.029379	0.23574	0.050533	0.43146
CHAT	5	0.10893	0.7488	0.3521	0.76728	0.45398	0.75614
CHCHD1	5	-0.16426	-1.45	0.42702	0.81255	0.14705	0.56538
CHCHD10	5	-0.20435	-1.4801	0.32872	0.74622	0.13885	0.55848
CHCHD2	5	-0.13719	-1.2409	0.50444	0.85158	0.21463	0.60611
CHCHD3	5	-0.29238	-1.8137	0.18083	0.5947	0.069728	0.48197
CHCHD4	5	-0.75741	-3.4737	0.0039431	0.062721	0.00051325	0.015377
CHCHD5	4	-0.18034	-1.4814	0.41647	0.80751	0.13849	0.55848
CHCHD6	5	0.093076	0.89986	0.42475	0.8112	0.3682	0.70548
CHCHD7	9	0.089172	0.70002	0.28279	0.71022	0.48391	0.77266
CHD1	5	-0.66625	-2.5466	0.0098301	0.12148	0.010877	0.15668
CHD1L	5	0.018931	0.12896	0.80856	0.95944	0.89739	0.96182
CHD2	5	-0.046696	-0.40001	0.85705	0.97009	0.68915	0.87571
CHD3	5	0.12213	1.185	0.29535	0.7202	0.23601	0.6222
CHD4	5	-0.77672	-2.7821	0.0034988	0.057745	0.0054016	0.091842
CHD5	5	0.029552	0.34094	0.75025	0.9458	0.73315	0.89581
CHD6	5	0.015889	0.20557	0.82556	0.96451	0.83713	0.93999
CHD7	5	0.1469	1.188	0.20665	0.63267	0.23483	0.62127
CHD8	5	-0.81245	-2.9943	0.0023881	0.043129	0.002751	0.055346
CHD9	5	0.070653	0.59451	0.53199	0.86523	0.55217	0.8101
CHDC2	5	0.29872	1.2475	0.0068311	0.094615	0.21223	0.60489
CHDH	5	0.14495	1.4941	0.21287	0.64108	0.13515	0.55466
CHEK1	5	-1.9008	-4.0666	0	0	4.7703e-05	0.0026141
CHEK2	5	0.20772	1.0973	0.069366	0.37881	0.27251	0.64712
CHERP	5	-0.89652	-3.0257	0.00088859	0.019925	0.0024808	0.051113
CHFR	5	-0.092065	-0.65912	0.66533	0.91785	0.50982	0.78641
CHGA	5	0.15805	0.91955	0.172	0.5816	0.35781	0.69908
CHGB	5	0.23549	1.4474	0.037654	0.27441	0.14778	0.56538
CHI3L1	5	0.12803	1.3238	0.27196	0.70047	0.18557	0.59037
CHI3L2	5	-0.15285	-0.91169	0.45818	0.83023	0.36193	0.70068
CHIA	5	0.12848	0.88155	0.26969	0.697	0.37802	0.71102
CHIC1	5	0.1084	0.70742	0.35455	0.76884	0.47931	0.77016
CHIC2	5	-0.029778	-0.30186	0.93474	0.98608	0.76276	0.91016
CHID1	5	0.12361	1.0191	0.28896	0.71526	0.30814	0.66703
CHIT1	5	0.21288	1.5407	0.061924	0.35887	0.12338	0.545
CHKA	5	-0.10045	-0.75207	0.63357	0.90697	0.45201	0.75522
CHKB	5	0.16123	1.2835	0.16428	0.57204	0.19931	0.59806
CHL1	5	0.117	1.6857	0.31512	0.73393	0.091857	0.51293
CHM	5	0.2897	1.4409	0.0091636	0.11538	0.1496	0.56571
CHML	5	0.062992	0.55746	0.57092	0.88187	0.57721	0.82142
CHMP1A	5	-0.008496	-0.080647	0.95674	0.99069	0.93572	0.97826
CHMP1B	5	0.18418	1.5004	0.11046	0.47916	0.1335	0.55336
CHMP2A	5	-1.8149	-4.9854	0	0	6.1845e-07	9.6833e-05
CHMP2B	7	-0.10508	-0.90936	0.58592	0.88683	0.36316	0.70146
CHMP3	6	-0.24319	-1.0673	0.21621	0.64353	0.28584	0.65417
CHMP4A	5	-0.25756	-1.2661	0.23076	0.65869	0.20548	0.602
CHMP4B	5	-1.2963	-3.9728	0	0	7.1029e-05	0.003438
CHMP4C	5	-0.015893	-0.1957	0.99606	0.99972	0.84485	0.94316
CHMP5	5	-0.021934	-0.14893	0.97623	0.99688	0.88161	0.95662
CHMP6	5	-1.2822	-4.1396	0	0	3.4786e-05	0.0020469
CHMP7	5	-0.29086	-2.1938	0.18311	0.59869	0.02825	0.30809
CHN1	5	0.0911	1.0513	0.43324	0.81605	0.29311	0.65815
CHN2	5	-0.044656	-0.35193	0.86616	0.97231	0.72489	0.89201
CHODL	5	0.047147	0.37487	0.65695	0.91498	0.70775	0.88398
CHORDC1	5	-0.21344	-2.3546	0.30845	0.72945	0.018541	0.22992
CHP1	5	-0.13265	-0.82448	0.51827	0.85709	0.40967	0.73215
CHP2	5	0.092394	0.76562	0.42775	0.813	0.4439	0.751
CHPF	5	0.16044	1.1741	0.16606	0.57401	0.24037	0.62343
CHPF2	5	0.13226	0.95302	0.25725	0.68627	0.34058	0.68943
CHPT1	5	-0.27324	-1.5646	0.20643	0.63267	0.11767	0.5382
CHRAC1	5	-0.16998	-1.0334	0.4112	0.80513	0.30143	0.66288
CHRD	5	0.11071	1.0178	0.34405	0.7607	0.30878	0.6673
CHRDL1	5	0.30644	1.6898	0.0054982	0.080882	0.09106	0.51267
CHRDL2	5	0.023415	0.20849	0.78452	0.95446	0.83485	0.93927
CHRFAM7A	5	-0.4641	-2.5188	0.048373	0.31387	0.011774	0.16563
CHRM1	5	0.05826	0.55511	0.5943	0.88901	0.57882	0.8222
CHRM2	5	0.15655	1.3801	0.17644	0.58942	0.16757	0.58001
CHRM3	5	0.1588	1.1337	0.17061	0.57984	0.25693	0.63432
CHRM4	5	-0.10039	-0.82336	0.6339	0.90697	0.41031	0.73272
CHRM5	5	-0.11926	-1.3409	0.5642	0.87882	0.17994	0.58799
CHRNA1	5	0.077482	0.53024	0.49806	0.84769	0.59595	0.83075
CHRNA10	5	0.17709	1.0956	0.12524	0.50615	0.27327	0.64748
CHRNA2	5	0.22527	1.3597	0.04704	0.30946	0.17391	0.58455
CHRNA3	5	0.22844	1.7054	0.044207	0.30015	0.08812	0.50865
CHRNA4	5	0.075374	0.77868	0.50816	0.85219	0.43617	0.74747
CHRNA5	5	-0.12156	-1.1314	0.55626	0.875	0.25789	0.6351
CHRNA6	5	0.10668	0.74757	0.36227	0.77461	0.45472	0.75644
CHRNA7	5	0.10733	0.81692	0.35949	0.77353	0.41397	0.73403
CHRNA9	5	0.070879	0.60766	0.53099	0.86439	0.54341	0.80563
CHRNB1	5	0.056775	0.44353	0.60213	0.89235	0.65738	0.8602
CHRNB2	5	-0.0052609	-0.057089	0.93852	0.98669	0.95447	0.98291
CHRNB3	5	0.09651	0.81948	0.40986	0.80438	0.41251	0.73343
CHRNB4	5	-0.022881	-0.19778	0.97107	0.99511	0.84322	0.94265
CHRND	5	0.15995	1.2669	0.16739	0.57557	0.20518	0.602
CHRNE	5	-0.16605	-1.3571	0.42158	0.80899	0.17475	0.58485
CHRNG	5	-0.055227	-0.45564	0.82034	0.96305	0.64865	0.85626
CHST1	5	0.28018	1.9603	0.012274	0.1405	0.049966	0.42883
CHST10	5	-0.049291	-0.50199	0.8475	0.97009	0.61567	0.83914
CHST11	5	0.019293	0.13857	0.80662	0.95914	0.88979	0.95959
CHST12	5	0.010145	0.087587	0.85616	0.97009	0.9302	0.97566
CHST13	5	0.2921	2.1541	0.0084416	0.10991	0.031235	0.32774
CHST14	5	0.11619	1.3393	0.31845	0.73686	0.18047	0.58899
CHST15	5	0.28597	1.6292	0.010219	0.12458	0.10327	0.52703
CHST2	5	0.075136	0.78112	0.50916	0.85268	0.43473	0.74665
CHST3	5	0.25288	1.7564	0.024992	0.21374	0.079022	0.49292
CHST4	5	0.05177	0.50248	0.63184	0.90653	0.61533	0.83886
CHST5	5	0.15681	1.3991	0.17583	0.58892	0.16178	0.57412
CHST6	5	0.18737	1.6808	0.10341	0.46422	0.092798	0.51396
CHST7	5	0.24752	1.5758	0.02788	0.22901	0.11507	0.53733
CHST8	5	-0.16795	-1.18	0.41592	0.80718	0.23801	0.62271
CHST9	8	0.099008	0.54916	0.26475	0.69277	0.5829	0.82495
CHSY1	5	0.078315	0.94215	0.49372	0.84492	0.34612	0.69215
CHSY3	5	0.12176	1.2827	0.2969	0.72104	0.1996	0.59806
CHTF18	5	-0.13307	-1.1194	0.51705	0.85654	0.26298	0.63947
CHTF8	5	-0.16276	-1.3825	0.4308	0.81423	0.16683	0.57903
CHTOP	5	-0.17073	-1.2696	0.40875	0.80412	0.20424	0.60159
CHUK	5	-0.0044566	-0.038817	0.93402	0.98608	0.96904	0.98853
CHURC1	5	-0.15989	-1.4581	0.43902	0.81937	0.14482	0.56436
CIAO1	5	-0.53703	-2.523	0.026491	0.22165	0.011637	0.16441
CIAPIN1	5	-0.63302	-2.6353	0.012829	0.14465	0.0084064	0.12904
CIB1	5	-0.015063	-0.13932	0.99134	0.99882	0.8892	0.95942
CIB2	8	-0.18406	-1.9351	0.29063	0.71526	0.052982	0.44146
CIB3	5	-0.079308	-0.7463	0.71793	0.93527	0.45549	0.75681
CIB4	5	-0.0096735	-0.072402	0.96301	0.99239	0.94228	0.97977
CIC	5	0.0017474	0.011699	0.90137	0.97984	0.99067	0.9959
CIDEA	5	0.11842	0.90278	0.30979	0.72992	0.36664	0.70423
CIDEB	5	-0.37707	-1.6789	0.095524	0.44606	0.093176	0.51396
CIDEC	5	0.050738	0.34969	0.63679	0.90749	0.72657	0.89259
CIITA	5	0.0060394	0.057888	0.87854	0.9742	0.95384	0.98277
CILP	5	-0.1863	-1.5029	0.36732	0.77641	0.13286	0.55336
CILP2	5	-0.041266	-0.43152	0.88054	0.97479	0.66609	0.86478
CINP	5	-0.94458	-3.8405	0.00033322	0.008547	0.00012277	0.0052138
CIR1	5	-0.36872	-2.0088	0.10185	0.46069	0.044556	0.4073
CIRBP	5	-0.040827	-0.43917	0.88293	0.97564	0.66054	0.8618
CIRH1A	5	-1.3215	-4.6323	0	0	3.6155e-06	0.00034813
CISD1	1	0.27326	0.67287	0.28707	0.71356	0.50103	0.78146
CISD2	5	0.080014	0.46245	0.48589	0.84054	0.64376	0.85308
CISD3	5	-0.0093304	-0.0668	0.96085	0.99209	0.94674	0.98101
CISH	5	0.19229	1.729	0.094469	0.44343	0.083807	0.50373
CIT	5	-0.061386	-0.74873	0.79201	0.95632	0.45402	0.75614
CITED1	5	0.10622	0.71063	0.36399	0.77478	0.47731	0.76939
CITED2	5	0.12993	1.241	0.26558	0.69304	0.21461	0.60611
CITED4	5	-0.3416	-1.2329	0.12557	0.50615	0.21762	0.6083
CIZ1	5	-0.025569	-0.18361	0.95713	0.99069	0.85432	0.9467
CKAP2	5	-0.14509	-0.81412	0.48101	0.83868	0.41558	0.73505
CKAP2L	5	-0.024762	-0.20424	0.96146	0.99221	0.83816	0.94037
CKAP4	5	-0.014946	-0.10257	0.99073	0.99882	0.91831	0.97057
CKAP5	5	-2.0431	-5.1094	0	0	3.2324e-07	6.0002e-05
CKB	5	0.13198	1.0785	0.25819	0.68659	0.28083	0.6514
CKLF	11	0.021192	0.18944	0.63007	0.90564	0.84975	0.94556
CKLF-CMTM1	5	0.050578	0.37888	0.63784	0.90813	0.70478	0.88284
CKM	5	0.072204	0.52879	0.5246	0.86084	0.59695	0.83102
CKMT2	5	-0.13188	-1.4964	0.52149	0.85855	0.13454	0.55424
CKS2	4	-0.49689	-1.5091	0.059314	0.35132	0.13128	0.55164
CLASRP	5	-0.46533	-2.823	0.047984	0.3127	0.0047573	0.083118
CLC	5	0.21263	1.5086	0.06209	0.359	0.13141	0.55194
CLCA1	5	-0.006024	-0.053265	0.94291	0.98704	0.95752	0.98419
CLCA2	5	0.27188	1.5969	0.015495	0.16212	0.11029	0.53457
CLCA4	5	-0.0041267	-0.032511	0.93208	0.98561	0.97406	0.99019
CLCC1	5	-0.062218	-0.35139	0.78752	0.95495	0.7253	0.89212
CLCF1	5	0.12444	1.1085	0.28607	0.71288	0.26763	0.64338
CLCN1	5	-0.0022279	-0.022046	0.92169	0.98457	0.98241	0.99271
CLCN2	5	0.20655	1.454	0.070421	0.38032	0.14596	0.56538
CLCN3	5	0.15948	0.97573	0.16861	0.57697	0.3292	0.6818
CLCN4	5	0.36563	1.8776	0.0011107	0.023981	0.060442	0.46524
CLCN5	9	0.30665	1.7206	0.00022215	0.0062992	0.085318	0.50563
CLCN6	5	0.047129	0.46122	0.657	0.91498	0.64464	0.85355
CLCN7	5	-0.059743	-0.46849	0.79951	0.95795	0.63943	0.85143
CLCNKA	5	0.21382	1.621	0.060646	0.35501	0.10501	0.52966
CLCNKB	6	0.1652	1.2698	0.11652	0.49145	0.20417	0.60147
CLDN1	5	-0.10621	-0.75732	0.61152	0.89697	0.44886	0.75394
CLDN10	5	0.21012	1.4397	0.065478	0.36842	0.14995	0.56602
CLDN11	5	-0.0213	-0.1746	0.97923	0.99757	0.8614	0.94905
CLDN12	5	-0.010081	-0.11095	0.96529	0.99337	0.91166	0.96742
CLDN14	5	0.18988	1.6557	0.098523	0.45267	0.09778	0.52059
CLDN15	5	0.16097	1.0891	0.16506	0.57341	0.27611	0.64912
CLDN16	5	0.16072	1.3023	0.16567	0.57395	0.19282	0.59389
CLDN17	5	0.17498	1.5702	0.12985	0.51351	0.11637	0.53788
CLDN18	5	0.06388	0.76171	0.56681	0.88066	0.44623	0.75278
CLDN19	5	0.047939	0.50368	0.65184	0.91332	0.61449	0.83872
CLDN2	5	-0.017979	-0.18527	0.99439	0.999	0.85301	0.94644
CLDN20	5	-0.095106	-0.86019	0.65273	0.91349	0.38969	0.71929
CLDN22	2	0.21311	1.1105	0.2477	0.67484	0.26677	0.64269
CLDN23	5	0.24512	1.4841	0.029379	0.23574	0.13778	0.55791
CLDN24	2	0.042376	0.29256	0.847	0.97009	0.76986	0.91282
CLDN25	5	-0.0087343	-0.060602	0.95796	0.99092	0.95168	0.9824
CLDN3	5	0.016729	0.1641	0.82067	0.96305	0.86965	0.9518
CLDN4	5	-0.024483	-0.36147	0.96251	0.99238	0.71775	0.88799
CLDN5	5	0.16904	1.1749	0.14273	0.53434	0.24003	0.62329
CLDN6	5	-0.31355	-1.5953	0.15567	0.55448	0.11065	0.53457
CLDN7	5	0.07537	0.65829	0.50816	0.85219	0.51035	0.7869
CLDN8	5	0.16199	1.2276	0.16172	0.5672	0.2196	0.609
CLDN9	5	-0.092514	-0.80943	0.66333	0.91762	0.41827	0.73654
CLDND1	6	0.059793	0.3853	0.54249	0.86985	0.70002	0.8809
CLDND2	5	-0.052729	-0.25449	0.83167	0.96705	0.79912	0.92468
CLEC10A	5	0.17996	1.392	0.11985	0.49758	0.16392	0.57585
CLEC11A	5	0.11868	0.88798	0.30845	0.72945	0.37455	0.70865
CLEC12A	5	0.026384	0.1853	0.76808	0.95005	0.853	0.94644
CLEC12B	6	-0.090711	-0.52171	0.65717	0.91498	0.60188	0.83277
CLEC14A	5	-0.18152	-1.8345	0.38093	0.78703	0.066585	0.47686
CLEC16A	5	-0.24826	-1.6426	0.24531	0.67316	0.10048	0.52363
CLEC17A	5	0.1367	0.86508	0.24153	0.67021	0.387	0.71705
CLEC18A	1	0.077819	0.95507	0.83933	0.96915	0.33954	0.68895
CLEC18B	4	-0.44868	-2.3997	0.081362	0.41337	0.016409	0.21059
CLEC18C	1	-0.39744	-1.1495	0.26891	0.69609	0.25034	0.63031
CLEC1A	5	0.080735	0.98137	0.48301	0.83939	0.32641	0.68017
CLEC1B	5	0.024566	0.2546	0.77868	0.95264	0.79903	0.92468
CLEC2A	5	0.23917	0.9593	0.034489	0.26091	0.33741	0.68741
CLEC2B	5	0.24638	1.2336	0.028546	0.23247	0.21736	0.60792
CLEC2D	11	0.23864	2.1747	0.002277	0.042399	0.029653	0.318
CLEC2L	5	0.059874	0.44751	0.58608	0.88683	0.65451	0.85916
CLEC3A	5	0.25374	1.4684	0.024492	0.21161	0.14201	0.56143
CLEC3B	5	0.17831	1.2588	0.12307	0.50375	0.20811	0.60302
CLEC4A	7	0.18508	1.9304	0.054648	0.33676	0.053561	0.44312
CLEC4C	5	-0.015576	-0.084985	0.99445	0.999	0.93227	0.97641
CLEC4D	5	0.014142	0.18816	0.83505	0.96738	0.85075	0.94573
CLEC4E	5	0.096221	0.74758	0.41142	0.80539	0.45472	0.75644
CLEC4F	5	0.087129	0.79054	0.45307	0.8273	0.42921	0.74254
CLEC4G	5	0.02574	0.28863	0.77141	0.95013	0.77286	0.91377
CLEC4M	5	0.080743	0.58794	0.48301	0.83939	0.55657	0.81126
CLEC5A	5	0.16342	1.3146	0.15695	0.55685	0.18865	0.59106
CLEC6A	5	0.20515	1.3835	0.073142	0.3893	0.1665	0.57859
CLEC7A	11	0.16221	1.874	0.037488	0.27428	0.060925	0.46548
CLEC9A	5	0.22233	1.0522	0.050261	0.32092	0.29271	0.65798
CLECL1	5	-0.11383	-0.77441	0.58469	0.88677	0.43869	0.74796
CLGN	5	-0.023461	-0.18316	0.96801	0.9939	0.85467	0.9467
CLHC1	5	-0.29844	-1.9236	0.17305	0.5833	0.0544	0.44543
CLIC1	5	-0.016709	-0.19103	0.99956	0.99989	0.8485	0.94474
CLIC2	5	0.25847	1.8975	0.021993	0.1994	0.057763	0.45774
CLIC3	5	0.12268	1.489	0.29257	0.71736	0.13649	0.55676
CLIC4	4	0.17321	1.0337	0.18722	0.60456	0.30129	0.66288
CLIC5	5	0.17868	1.3345	0.12235	0.50251	0.18203	0.58933
CLIC6	5	0.13148	1.1871	0.25991	0.68813	0.23518	0.62147
CLINT1	5	-0.18618	-0.93962	0.3676	0.7766	0.34741	0.69268
CLIP1	5	-0.016757	-0.18703	0.99933	0.99989	0.85164	0.94588
CLIP2	5	0.099407	0.80136	0.39481	0.79468	0.42292	0.73902
CLIP3	5	0.0070196	0.062401	0.87376	0.97358	0.95024	0.98195
CLIP4	5	0.030909	0.20461	0.7427	0.94402	0.83788	0.94023
CLK1	5	-0.11007	-1.0119	0.59802	0.89033	0.31159	0.66959
CLK2	5	-0.22701	-1.5684	0.28285	0.71022	0.1168	0.53788
CLK3	5	-0.0617	-0.53068	0.79057	0.95614	0.59564	0.83067
CLK4	5	-0.21731	-1.2228	0.30107	0.72386	0.2214	0.6106
CLLU1OS	5	0.121	1.1061	0.29929	0.72248	0.26868	0.64393
CLMN	5	-0.030901	-0.23317	0.93025	0.98519	0.81563	0.93145
CLMP	5	0.16876	1.014	0.14317	0.53441	0.31058	0.66879
CLN3	4	0.090566	0.69418	0.49417	0.84493	0.48757	0.77493
CLN5	5	0.047543	0.53122	0.65456	0.914	0.59527	0.83063
CLN6	5	-0.11336	-0.99661	0.58608	0.88683	0.31896	0.67561
CLN8	5	0.1477	1.521	0.20393	0.62877	0.12826	0.54904
CLNK	5	0.12052	0.86288	0.30118	0.72394	0.3882	0.71817
CLNS1A	5	-1.2761	-3.3953	0	0	0.00068546	0.018815
CLOCK	5	0.035788	0.18268	0.71537	0.93482	0.85505	0.94681
CLP1	5	-1.6434	-4.5433	0	0	5.5377e-06	0.0004912
CLPB	5	0.18706	1.152	0.10402	0.46476	0.24934	0.62976
CLPP	5	-0.098945	-1.1929	0.63901	0.90827	0.23293	0.62016
CLPS	5	0.050229	0.47254	0.63923	0.90845	0.63654	0.8495
CLPSL1	5	0.077881	0.86372	0.49589	0.84667	0.38774	0.71769
CLPSL2	6	-0.0061458	-0.066353	0.91847	0.98401	0.9471	0.98104
CLPTM1	5	-0.10976	-1.2596	0.5993	0.89116	0.20781	0.60264
CLPTM1L	5	0.14046	0.90728	0.22903	0.65617	0.36426	0.7023
CLPX	5	-0.34091	-1.8649	0.12612	0.50669	0.0622	0.46799
CLRN1	7	-0.17958	-1.3706	0.32661	0.74456	0.17049	0.58078
CLRN2	5	0.16055	1.2438	0.16589	0.57395	0.21357	0.60581
CLRN3	5	0.16948	1.3527	0.14229	0.53434	0.17616	0.58498
CLSPN	5	-0.8389	-2.9775	0.0019993	0.03838	0.0029063	0.057697
CLSTN1	5	0.16186	1.5126	0.16261	0.56954	0.13037	0.55098
CLSTN2	5	-0.021038	-0.26903	0.9804	0.99774	0.7879	0.92058
CLSTN3	5	0.11386	0.88208	0.3295	0.74732	0.37774	0.71091
CLTA	5	-0.078908	-0.55531	0.71976	0.93618	0.57868	0.8222
CLTB	5	-0.10434	-0.93618	0.61879	0.90029	0.34918	0.69344
