Gene	sgRNA	MP38|beta	MP38|z	MP38|p-value	MP38|fdr	MP38|wald-p-value	MP38|wald-fdr
FAM150A	5	-0.1728	-2.0147	0.20321	0.6951	0.043941	0.49021
FAM150B	5	0.090237	1.0909	0.30612	0.78583	0.27532	0.72453
FAM151A	5	-0.064981	-0.30974	0.60841	0.91613	0.75676	0.92133
FAM151B	5	0.057505	0.36261	0.50755	0.88119	0.71689	0.90752
FAM153A	2	0.068721	0.61029	0.66389	0.92509	0.54167	0.84513
FAM153B	5	-0.03761	-0.47768	0.78046	0.9556	0.63288	0.87882
FAM154A	5	0.24105	2.0349	0.0057203	0.10797	0.041858	0.48058
FAM154B	5	0.02329	0.29439	0.76469	0.95083	0.76846	0.92625
FAM155A	5	0.13321	1.0149	0.12824	0.59236	0.31015	0.7445
FAM155B	5	0.1232	1.4077	0.16245	0.64588	0.15921	0.66083
FAM156A	2	-0.25744	-1.1865	0.19727	0.68839	0.23544	0.70441
FAM156B	3	-0.036126	-0.34166	0.79268	0.95876	0.7326	0.91301
FAM159A	5	-0.16017	-1.8516	0.23103	0.7255	0.064081	0.55688
FAM159B	5	0.073122	0.68266	0.40825	0.83916	0.49482	0.8268
FAM160A1	5	-0.067823	-1.1918	0.59191	0.91024	0.23334	0.70285
FAM160A2	5	0.11723	1.8435	0.18461	0.67465	0.065249	0.55813
FAM160B1	5	0.10399	1.3417	0.24086	0.73631	0.1797	0.67075
FAM160B2	5	0.12828	1.2036	0.14317	0.6141	0.22875	0.6981
FAM161A	4	-0.14558	-1.0087	0.3099	0.78847	0.31312	0.74618
FAM161B	5	0.18325	1.5618	0.035099	0.32917	0.11833	0.62036
FAM162A	5	0.11593	1.1104	0.19027	0.67996	0.26683	0.71861
FAM162B	5	-0.036398	-0.49652	0.78851	0.9575	0.61953	0.87273
FAM163A	5	0.096976	1.2364	0.27191	0.75796	0.21631	0.6918
FAM163B	5	-0.0030795	-0.035413	0.96973	0.99408	0.97175	0.99383
FAM166A	5	-0.10167	-1.0066	0.42502	0.84581	0.31412	0.74618
FAM166B	5	0.1853	1.6644	0.033322	0.32	0.096042	0.59884
FAM167A	5	0.016901	0.16396	0.81506	0.96489	0.86977	0.96242
FAM167B	5	-0.087223	-0.79097	0.49178	0.87676	0.42896	0.79505
FAM168A	5	-0.28885	-2.2431	0.054593	0.41345	0.024891	0.35486
FAM168B	5	0.14914	1.5045	0.087138	0.51141	0.13245	0.6319
FAM169A	5	0.11468	1.2469	0.19543	0.68682	0.21243	0.68986
FAM169B	5	0.024486	0.27274	0.75458	0.94831	0.78505	0.93245
FAM170A	5	0.0323	0.66735	0.6926	0.93317	0.50455	0.8301
FAM170B	5	-0.053457	-0.73693	0.6775	0.92995	0.46116	0.81129
FAM171A1	5	0.12263	1.3045	0.1645	0.64786	0.19205	0.67862
FAM171A2	5	-0.0068229	-0.11237	0.99956	0.99994	0.91053	0.97538
FAM171B	5	-0.14341	-0.99966	0.27502	0.76114	0.31747	0.74618
FAM172A	5	0.063715	0.56028	0.46729	0.86715	0.57529	0.85656
FAM173A	5	-0.038268	-0.36223	0.77607	0.95477	0.71718	0.90761
FAM173B	5	-0.017314	-0.22181	0.92319	0.98829	0.82446	0.94815
FAM174A	5	0.060274	1.0082	0.49028	0.87634	0.31334	0.74618
FAM174B	5	0.068788	0.89387	0.43552	0.85113	0.37139	0.77083
FAM175A	5	-0.13295	-1.2532	0.30806	0.7867	0.21012	0.68837
FAM175B	5	-0.10931	-1.0629	0.39381	0.83298	0.28785	0.73337
FAM177A1	5	0.032256	0.21243	0.69305	0.93317	0.83177	0.94989
FAM177B	5	-0.081612	-0.68901	0.5191	0.88699	0.49082	0.82472
FAM178A	8	-0.22551	-2.8413	0.054093	0.41244	0.0044927	0.1143
FAM178B	10	-0.056978	-0.9591	0.59108	0.90989	0.33751	0.75899
FAM179A	5	-0.01579	-0.15858	0.93408	0.99011	0.874	0.96418
FAM179B	5	0.054373	0.69536	0.53027	0.89137	0.48683	0.82365
FAM180A	5	0.089811	1.1441	0.30829	0.78693	0.25257	0.71293
FAM181A	5	0.175	2.0552	0.045763	0.38294	0.039859	0.47186
FAM181B	5	0.023502	0.32163	0.76252	0.95038	0.74773	0.91877
FAM183A	5	0.016706	0.17615	0.81673	0.96529	0.86018	0.95877
FAM184A	5	0.069705	0.60638	0.43013	0.84832	0.54426	0.84614
FAM184B	5	0.19777	1.5425	0.02227	0.25476	0.12294	0.62446
FAM185A	5	-0.022052	-0.22252	0.88804	0.98122	0.82391	0.94815
FAM186A	5	-0.065281	-0.52369	0.60685	0.91613	0.60049	0.86493
FAM186B	5	-0.013649	-0.14539	0.94952	0.99131	0.8844	0.96753
FAM187B	5	0.10039	0.84938	0.25741	0.74988	0.39567	0.78075
FAM188A	5	0.14148	1.4813	0.10663	0.55742	0.13852	0.63875
FAM188B	5	0.0092484	0.12031	0.87676	0.97918	0.90423	0.97367
FAM189A1	5	0.18809	1.5361	0.030268	0.30077	0.12451	0.62551
FAM189A2	5	-0.14997	-1.3312	0.25686	0.74947	0.18314	0.67327
FAM189B	5	-0.054659	-1.0774	0.67033	0.92781	0.2813	0.72779
FAM192A	5	0.079636	0.88487	0.36549	0.81736	0.37623	0.77332
FAM193A	5	0.078586	0.89851	0.37338	0.82188	0.36891	0.77012
FAM193B	5	0.025059	0.37186	0.74981	0.94804	0.71	0.90527
FAM194A	5	-0.0015906	-0.019889	0.95951	0.99292	0.98413	0.99626
FAM194B	5	0.16966	1.4348	0.051649	0.4033	0.15136	0.65551
FAM195A	5	0.00016025	0.001947	0.9458	0.99127	0.99845	0.99981
FAM195B	5	0.020799	0.23743	0.78229	0.9562	0.81233	0.94305
FAM196A	5	0.17257	1.8599	0.048206	0.38944	0.062905	0.55483
FAM196B	5	0.18589	1.4576	0.032822	0.31808	0.14496	0.64825
FAM198A	5	0.042935	0.65885	0.61302	0.91624	0.50999	0.83168
FAM198B	5	0.021856	0.32244	0.7748	0.95474	0.74712	0.91845
FAM199X	5	-0.064641	-0.73242	0.61002	0.91613	0.46391	0.81194
FAM19A1	5	-0.0012519	-0.018593	0.9559	0.99285	0.98517	0.99696
FAM19A2	5	0.11987	1.2958	0.17505	0.66344	0.19503	0.68095
FAM19A3	5	0.00049149	0.0056378	0.94346	0.99119	0.9955	0.99945
FAM19A4	5	0.062991	0.53587	0.47312	0.86884	0.59205	0.86217
FAM19A5	5	0.16194	1.9451	0.06309	0.44014	0.051764	0.52055
FAM200A	4	0.023503	0.20306	0.80529	0.96307	0.83908	0.9515
FAM200B	5	0.18412	0.88908	0.034266	0.32422	0.37396	0.7718
FAM203A	5	-0.011864	-0.18868	0.96268	0.99292	0.85035	0.95575
FAM204A	5	-0.31065	-1.9244	0.040542	0.3589	0.054308	0.52744
FAM205A	5	0.16383	1.5285	0.060258	0.43265	0.12638	0.62817
FAM206A	5	0.034189	0.30386	0.67905	0.93038	0.76123	0.92357
FAM207A	3	0.072816	0.54277	0.5396	0.89359	0.58729	0.8605
FAM208A	5	0.1102	1.1268	0.21398	0.70641	0.25983	0.71645
FAM208B	5	0.094837	0.72314	0.28368	0.77207	0.46959	0.81491
FAM209A	5	0.024347	0.29042	0.75553	0.94831	0.7715	0.92683
FAM209B	5	0.005007	0.072201	0.90931	0.98538	0.94244	0.9855
FAM20A	5	0.028243	0.51759	0.72592	0.94201	0.60474	0.86633
FAM20B	5	0.109	0.80053	0.21865	0.71181	0.4234	0.79329
FAM20C	5	-0.055742	-0.6696	0.66245	0.92499	0.50312	0.82995
FAM210A	5	-0.0099634	-0.091415	0.97723	0.99547	0.92716	0.98011
FAM210B	5	0.10736	1.1996	0.22604	0.7215	0.23028	0.69946
FAM211A	5	0.092993	0.98904	0.29312	0.77942	0.32264	0.74903
FAM211B	5	-0.12463	-1.3794	0.33655	0.80532	0.16777	0.6664
FAM212A	5	0.092499	1.1296	0.29507	0.77942	0.25864	0.71575
FAM212B	5	-0.097053	-0.94419	0.44518	0.85669	0.34507	0.76294
FAM213A	5	-0.053068	-0.681	0.68	0.93103	0.49587	0.8268
FAM213B	5	-0.0093906	-0.096717	0.98095	0.99678	0.92295	0.97898
FAM214A	5	-0.070567	-0.7427	0.57692	0.90627	0.45766	0.81062
FAM214B	5	-0.018935	-0.20022	0.91197	0.98619	0.84131	0.95247
FAM216A	5	0.14284	0.88618	0.10302	0.5493	0.37552	0.77258
FAM216B	5	0.057687	0.46668	0.50639	0.88104	0.64073	0.88174
FAM217A	5	0.15619	1.3051	0.073531	0.47387	0.19185	0.67862
FAM217B	5	0.095135	1.2445	0.28257	0.77086	0.2133	0.68999
FAM218A	5	0.14419	1.7193	0.099078	0.53874	0.085558	0.58829
FAM219A	5	0.12832	1.412	0.14301	0.61377	0.15795	0.66003
FAM219B	5	0.16377	1.5324	0.060424	0.43265	0.12543	0.62665
FAM21B	1	-0.017891	-0.074417	0.87243	0.97808	0.94068	0.985
FAM21C	3	-0.083862	-0.73689	0.56253	0.90292	0.46119	0.81129
FAM220A	5	-0.17116	-1.7988	0.20654	0.69853	0.072056	0.57106
FAM221A	5	-0.04163	-0.35912	0.75308	0.94829	0.71951	0.90829
FAM221B	5	0.051514	0.59716	0.55071	0.89915	0.5504	0.84903
FAM222A	5	0.059213	0.6936	0.49622	0.87779	0.48793	0.82388
FAM222B	5	-0.18715	-1.7623	0.17472	0.66343	0.078017	0.57682
FAM227B	5	0.079383	0.4149	0.36732	0.81849	0.67822	0.89422
FAM228A	5	-0.075164	-0.39933	0.55248	0.90027	0.68965	0.89757
FAM229A	5	-0.019485	-0.29901	0.90798	0.98506	0.76493	0.92496
FAM229B	4	-0.0069061	-0.080283	0.98456	0.99769	0.93601	0.98414
FAM24A	5	0.25543	1.6177	0.003721	0.081907	0.10572	0.60932
FAM24B	5	0.20299	1.8578	0.019938	0.23933	0.063195	0.55534
FAM25A	3	-0.055596	-0.33999	0.69266	0.93317	0.73386	0.91342
FAM26D	6	0.082827	0.88105	0.30534	0.78554	0.37829	0.77411
FAM26E	5	0.020044	0.25412	0.78913	0.9575	0.79941	0.93835
FAM26F	9	0.14186	1.7524	0.029823	0.29867	0.0797	0.58141
FAM32A	5	-0.3099	-1.8545	0.041097	0.36146	0.063662	0.55663
FAM35A	3	-0.13294	-1.1424	0.38515	0.82815	0.25329	0.71293
FAM3A	5	0.059441	0.61271	0.49472	0.87721	0.54007	0.84444
FAM3B	5	-0.047999	-0.6037	0.71398	0.93889	0.54604	0.84728
FAM3C	5	0.10035	0.71829	0.25775	0.74992	0.47258	0.81637
FAM3D	5	0.052256	0.87815	0.54421	0.89521	0.37986	0.7743
FAM43A	5	-0.037881	-0.42354	0.77835	0.95516	0.6719	0.89208
FAM43B	5	-0.013181	-0.21846	0.9529	0.99202	0.82707	0.94884
FAM45A	5	0.013075	0.096659	0.84427	0.97026	0.923	0.97898
FAM46A	5	0.013792	0.19385	0.83905	0.96911	0.8463	0.95389
FAM46B	5	0.016515	0.29086	0.81784	0.96529	0.77116	0.92683
FAM46C	5	-0.049491	-0.44152	0.70399	0.93705	0.65884	0.88768
FAM46D	5	0.039237	0.42088	0.63984	0.91974	0.67384	0.89258
FAM47A	5	0.13024	1.524	0.13651	0.60393	0.12751	0.6287
FAM47B	5	0.085428	1.1046	0.33172	0.80378	0.26933	0.72038
FAM47C	4	0.02669	0.22888	0.78335	0.9562	0.81896	0.94656
FAM47E	5	-0.047135	-0.38633	0.72043	0.94157	0.69925	0.90126
FAM47E-STBD1	4	0.15453	1.1546	0.11435	0.57354	0.24826	0.71022
FAM49A	5	0.32984	1.9777	0.00055537	0.022124	0.047959	0.50311
FAM49B	5	0.084398	1.1177	0.33794	0.80627	0.26371	0.71798
FAM50A	5	-0.10523	-0.82274	0.40931	0.83962	0.41066	0.78705
FAM50B	5	0.075357	0.93172	0.3937	0.83298	0.35148	0.76536
FAM53A	5	0.050132	0.97123	0.56131	0.9026	0.33144	0.75472
FAM53B	5	-0.036198	-0.47544	0.79001	0.95759	0.63447	0.87975
FAM53C	5	0.085113	0.90395	0.33378	0.80463	0.36602	0.76965
FAM57A	5	0.031711	0.3299	0.6966	0.93395	0.74148	0.91682
FAM57B	5	-0.063043	-0.79858	0.6189	0.91704	0.42453	0.79351
FAM60A	5	-0.098422	-0.9812	0.4398	0.85537	0.3265	0.75187
FAM63A	5	-0.12533	-1.3287	0.3345	0.80478	0.18394	0.67353
FAM63B	5	0.050748	0.62868	0.55687	0.9026	0.52956	0.83981
FAM64A	5	-0.04507	-0.68156	0.73226	0.94334	0.49552	0.8268
FAM65A	5	0.16826	1.377	0.053427	0.40988	0.16853	0.66717
FAM65B	5	0.12139	1.0924	0.16944	0.655	0.27465	0.72446
FAM65C	5	0.11073	1.6645	0.21171	0.70494	0.096004	0.59884
FAM69A	5	0.047314	0.69281	0.58158	0.90698	0.48843	0.82412
FAM69B	5	0.093722	1.185	0.28901	0.77525	0.23604	0.70441
FAM69C	5	0.18063	1.7667	0.038432	0.34861	0.077278	0.57562
FAM71A	5	-0.033168	-0.57202	0.81051	0.96417	0.56731	0.85282
FAM71B	4	0.1351	0.93163	0.168	0.65307	0.35153	0.76536
FAM71C	5	0.0038726	0.053006	0.91786	0.98745	0.95773	0.98966
FAM71D	5	0.099632	0.9827	0.26108	0.75135	0.32575	0.75109
FAM71E1	5	0.059547	0.69365	0.49411	0.87721	0.4879	0.82388
FAM71F1	5	0.053893	0.74712	0.5336	0.89194	0.45499	0.80996
FAM71F2	5	0.021364	0.28967	0.77819	0.95516	0.77207	0.92683
FAM72D	5	-0.48192	-2.7842	0.0054982	0.10622	0.0053663	0.12952
FAM73A	5	0.10407	1.3903	0.2407	0.73631	0.16444	0.66566
FAM73B	5	-0.060695	-0.86322	0.63173	0.91804	0.38802	0.7775
FAM76A	5	-0.049568	-0.5026	0.70349	0.93677	0.61524	0.87074
FAM76B	4	0.099988	0.6245	0.31645	0.79393	0.5323	0.84083
FAM78A	5	0.10135	0.99984	0.25264	0.74493	0.31739	0.74618
FAM78B	5	0.077513	1.0335	0.38026	0.82574	0.30139	0.74037
FAM81A	5	0.060885	0.51072	0.48595	0.875	0.60955	0.86811
FAM81B	5	0.027748	0.26764	0.72942	0.94256	0.78897	0.93432
FAM83A	4	-0.02588	-0.55143	0.86316	0.97634	0.58134	0.8577
FAM83B	5	0.11391	1.0263	0.19816	0.68873	0.30474	0.74141
FAM83C	5	-0.020108	-0.25073	0.90342	0.98506	0.80202	0.93914
FAM83D	5	-0.12127	-0.81098	0.34772	0.8099	0.41737	0.79016
FAM83E	5	0.032153	0.45141	0.69371	0.93317	0.65169	0.88483
FAM83F	5	-0.022939	-0.31806	0.88187	0.97918	0.75044	0.92009
FAM83G	5	-0.050994	-0.82454	0.69421	0.93317	0.40963	0.78639
FAM83H	5	0.014683	0.18577	0.83194	0.96733	0.85262	0.95612
FAM84A	4	0.1052	0.96103	0.29168	0.77865	0.33654	0.75842
FAM84B	5	-0.10603	-1.0006	0.40625	0.83875	0.31701	0.74618
FAM86A	4	-0.24765	-1.4712	0.11885	0.5797	0.14123	0.64341
FAM86B1	1	-0.6656	-1.5214	0.068533	0.45795	0.12815	0.6287
FAM86B2	1	-0.0032687	-0.023094	0.93147	0.98979	0.98157	0.99581
FAM86C1	2	-0.039261	-0.2862	0.78407	0.9562	0.77473	0.92777
FAM89A	5	0.07063	1.0273	0.42491	0.84581	0.3043	0.74083
FAM89B	5	0.045232	0.53563	0.59669	0.91176	0.59221	0.86219
FAM8A1	5	0.034788	0.56924	0.674	0.92904	0.5692	0.85323
FAM90A1	3	-0.0093055	-0.11205	0.95129	0.99184	0.91078	0.97541
FAM91A1	5	-0.38084	-2.3022	0.018161	0.22645	0.021324	0.32049
FAM92A1	5	-0.034359	-0.27229	0.80279	0.96265	0.7854	0.93263
FAM92B	5	0.0176	0.21624	0.80901	0.96362	0.8288	0.94944
FAM96A	7	-0.035674	-0.36805	0.79362	0.95919	0.71284	0.90654
FAM96B	5	-0.44403	-2.8431	0.0086082	0.145	0.0044678	0.11427
FAM98A	5	0.0097149	0.15018	0.87304	0.97828	0.88062	0.96613
FAM98B	5	-0.082312	-0.88745	0.51594	0.88627	0.37484	0.77207
FAM98C	5	0.09733	1.1741	0.27035	0.75719	0.24035	0.70669
FAM9A	5	0.092576	0.6143	0.29479	0.77942	0.53902	0.84391
FAM9B	4	0.08764	0.59652	0.38243	0.82748	0.55083	0.84916
FAM9C	5	0.13225	0.81059	0.13085	0.59621	0.4176	0.79024
FAN1	5	0.13473	1.033	0.12351	0.58661	0.3016	0.74037
FANCA	5	-0.016996	-0.19457	0.92552	0.98833	0.84573	0.95383
FANCB	5	0.14509	1.133	0.096246	0.53076	0.25722	0.71453
FANCC	5	0.04117	0.42053	0.62535	0.91755	0.6741	0.89258
FANCD2	5	-0.069797	-0.82034	0.5802	0.90666	0.41202	0.78755
FANCD2OS	5	0.035931	0.45337	0.66406	0.92518	0.65028	0.88437
FANCE	5	-0.10459	-1.2003	0.41175	0.84126	0.23004	0.69946
FANCF	5	0.038574	0.70122	0.64567	0.92238	0.48317	0.82267
FANCG	5	0.12624	1.4284	0.15106	0.6289	0.15319	0.65722
FANCI	5	-0.17326	-1.5847	0.20193	0.69361	0.11303	0.61654
FANCL	5	-0.022971	-0.20752	0.88182	0.97918	0.8356	0.95024
FANCM	4	-0.15168	-1.3034	0.29274	0.77904	0.19244	0.67889
FANK1	5	0.18627	1.7391	0.032434	0.31551	0.08202	0.58582
FAP	5	-0.11187	-0.74717	0.38326	0.82748	0.45496	0.80996
FAR1	5	0.13706	1.4136	0.11713	0.57682	0.15747	0.65926
FAR2	5	-0.15922	-1.3247	0.23353	0.72839	0.18528	0.67419
FARP1	9	0.042551	0.48629	0.47779	0.87084	0.62676	0.8762
FARP2	5	0.0058709	0.087507	0.9032	0.98506	0.93027	0.98116
FARS2	5	0.12101	1.0064	0.171	0.65762	0.31421	0.74618
FARSA	5	-0.17323	-1.5143	0.20221	0.69392	0.12995	0.6287
FARSB	5	-0.34181	-2.1097	0.027657	0.28769	0.034881	0.43829
FAS	5	-0.10063	-0.99052	0.42913	0.84717	0.32192	0.74873
FASLG	5	0.19202	1.2765	0.026991	0.28471	0.20179	0.68402
FASN	5	0.04892	0.6147	0.57031	0.90416	0.53876	0.84376
FASTK	5	0.043487	0.45726	0.60907	0.91613	0.64749	0.88392
FASTKD1	5	0.13059	0.82638	0.13557	0.60286	0.40859	0.78609
FASTKD2	5	0.089631	0.7783	0.30945	0.78812	0.43639	0.79919
FASTKD3	5	0.12568	1.2876	0.15262	0.63004	0.19788	0.6825
FASTKD5	5	0.049629	0.56987	0.56531	0.90376	0.56877	0.85308
FAT1	5	-0.045991	-0.44498	0.72665	0.94201	0.65633	0.88644
FAT2	5	0.077446	1.004	0.38087	0.82636	0.3154	0.74618
FAT4	5	-0.049635	-0.49227	0.70293	0.93677	0.62253	0.87395
FATE1	5	-0.0021885	-0.025051	0.96368	0.99292	0.98001	0.99547
FAU	5	-0.87042	-3.5366	5.5537e-05	0.0034965	0.00040535	0.029669
FAXC	5	0.078492	1.156	0.3741	0.8223	0.24768	0.71022
FAXDC2	5	0.10407	1.0536	0.2407	0.73631	0.29205	0.73634
FBF1	5	0.033782	0.40915	0.68227	0.9316	0.68243	0.89558
FBL	5	-0.35758	-2.1151	0.023048	0.25986	0.034421	0.43473
FBLIM1	4	-0.13979	-1.7554	0.32845	0.8019	0.079184	0.58053
FBLN1	5	0.011884	0.16245	0.85505	0.97382	0.87096	0.963
FBLN2	5	0.13705	1.3258	0.11718	0.57682	0.18492	0.67383
FBLN5	5	0.14036	1.6376	0.1093	0.56386	0.1015	0.607
FBLN7	5	-0.15455	-1.5591	0.24492	0.74101	0.11898	0.62057
FBN1	5	0.13044	1.2395	0.13595	0.6034	0.21518	0.69149
FBN2	5	-0.097272	-1.3177	0.44424	0.85669	0.18761	0.67606
FBN3	5	-0.12824	-1.5046	0.32506	0.80005	0.13243	0.6319
FBP1	5	-0.05806	-0.62194	0.64778	0.92242	0.53398	0.84201
FBP2	5	-0.064503	-0.86065	0.61085	0.91613	0.38943	0.77881
FBRSL1	5	0.045238	0.54021	0.59669	0.91176	0.58905	0.86091
FBXL12	5	0.15482	1.2602	0.076363	0.48077	0.20758	0.68792
FBXL13	5	0.059046	0.64992	0.49767	0.87786	0.51574	0.83415
FBXL14	5	0.12222	1.6346	0.16606	0.64986	0.10214	0.60702
FBXL15	5	-0.046959	-0.86538	0.7212	0.94158	0.38683	0.77642
FBXL16	5	0.01323	0.16151	0.84316	0.97003	0.87169	0.9634
FBXL17	5	0.16078	2.0619	0.064978	0.44656	0.039214	0.46853
FBXL18	4	-0.054142	-0.58134	0.6921	0.93317	0.56101	0.85109
FBXL19	5	-0.098188	-1.0434	0.44058	0.85577	0.29678	0.73872
FBXL2	5	0.031405	0.28775	0.69999	0.93599	0.77354	0.92732
FBXL20	5	0.012118	0.13473	0.85266	0.9735	0.89282	0.97079
FBXL22	5	0.11141	1.1724	0.20949	0.70426	0.24102	0.70678
FBXL3	5	0.091878	0.70831	0.29829	0.78192	0.47875	0.82005
FBXL4	5	0.042345	0.49277	0.61724	0.91704	0.62217	0.87372
FBXL5	5	0.025951	0.25948	0.74292	0.94605	0.79526	0.93695
FBXL6	5	-0.19145	-1.7689	0.16672	0.65105	0.076905	0.57554
FBXL7	5	0.043123	0.97736	0.61168	0.91613	0.32839	0.75294
FBXL8	5	0.041153	0.48104	0.6254	0.91755	0.63049	0.87732
FBXO10	5	0.038268	0.59665	0.64756	0.92241	0.55074	0.84916
FBXO11	5	-0.10154	-0.89973	0.42558	0.84581	0.36827	0.77003
FBXO15	5	0.08022	1.0023	0.36077	0.81332	0.31619	0.74618
FBXO16	5	0.025766	0.3356	0.74436	0.94688	0.73717	0.91532
FBXO17	5	-0.0011233	-0.0081822	0.95501	0.99244	0.99347	0.99852
FBXO18	5	0.062784	0.73373	0.47429	0.86949	0.46311	0.81176
FBXO2	5	0.098332	0.9962	0.26624	0.75413	0.31915	0.747
FBXO21	5	0.057873	0.6138	0.50467	0.88069	0.53935	0.84397
FBXO22	5	-0.007249	-0.13957	0.99745	0.99989	0.889	0.96903
FBXO24	5	0.24962	1.3549	0.0042208	0.088889	0.17545	0.6695
FBXO25	5	0.14023	0.94119	0.10952	0.5644	0.34661	0.76294
FBXO27	5	0.13209	1.3207	0.13146	0.59697	0.18659	0.67558
FBXO28	5	-0.044904	-0.6075	0.73314	0.94345	0.54352	0.84553
FBXO3	5	-0.024659	-0.3885	0.87027	0.9778	0.69765	0.90075
FBXO30	5	0.021453	0.17756	0.77752	0.95511	0.85907	0.9585
FBXO31	5	0.12142	1.5706	0.16928	0.655	0.11626	0.61888
FBXO32	5	0.096518	0.68696	0.27435	0.76035	0.49211	0.82512
FBXO33	5	0.019215	0.27902	0.79562	0.95969	0.78023	0.93008
FBXO34	5	0.035235	0.48324	0.67039	0.92781	0.62892	0.87713
FBXO36	5	0.10092	0.47053	0.25464	0.74666	0.63797	0.88012
FBXO38	5	0.066185	0.87525	0.45052	0.85714	0.38144	0.77441
FBXO39	5	0.072628	0.42806	0.41197	0.84135	0.66861	0.89105
FBXO4	5	-0.020955	-0.22473	0.89698	0.98458	0.82219	0.94801
FBXO40	5	0.16238	1.5622	0.062368	0.43818	0.11824	0.62036
FBXO41	4	-0.21416	-2.056	0.16561	0.64981	0.039781	0.47166
FBXO42	5	0.23565	1.8449	0.0067755	0.12151	0.065047	0.55787
FBXO43	5	0.06821	0.56678	0.43891	0.85475	0.57087	0.85438
FBXO44	5	0.041325	0.46295	0.6244	0.91755	0.6434	0.88281
FBXO45	5	0.12667	1.3193	0.14951	0.62561	0.18708	0.67589
FBXO46	5	0.10259	1.0156	0.2467	0.74145	0.30981	0.74446
FBXO47	5	0.10716	0.94036	0.22704	0.72303	0.34703	0.76294
FBXO48	5	-0.013893	-0.16842	0.94791	0.99131	0.86625	0.96179
FBXO5	5	-0.93434	-3.8444	5.5537e-05	0.0034965	0.00012087	0.01409
FBXO6	5	0.038824	0.43809	0.64334	0.92112	0.66132	0.88824
FBXO7	5	-0.49086	-2.7803	0.0048873	0.097561	0.0054306	0.13055
FBXO8	5	0.17839	1.2586	0.041486	0.36333	0.20818	0.68813
FBXO9	5	0.027188	0.24253	0.73387	0.94345	0.80837	0.94148
FBXW10	7	-0.047422	-0.82432	0.70071	0.93612	0.40976	0.78643
FBXW11	5	-0.29355	-2.0867	0.051483	0.40252	0.036919	0.45208
FBXW12	5	-0.040243	-0.41259	0.76136	0.94984	0.67991	0.89443
FBXW2	5	0.034687	0.36731	0.675	0.92928	0.71338	0.90663
FBXW4	5	-0.017389	-0.17203	0.92253	0.98828	0.86341	0.9602
FBXW5	5	0.0047306	0.072746	0.91114	0.98588	0.94201	0.9855
FBXW7	11	0.010685	0.16527	0.74131	0.94533	0.86873	0.96224
FBXW8	5	-0.018964	-0.20277	0.91164	0.986	0.83932	0.9515
FBXW9	5	0.0058384	0.061602	0.90364	0.98506	0.95088	0.98791
FCAMR	5	0.094167	0.79001	0.28679	0.77398	0.42952	0.79551
FCAR	12	0.033955	0.53728	0.48445	0.87405	0.59108	0.8616
FCER1A	4	0.11849	0.45826	0.22859	0.72388	0.64676	0.88345
FCER1G	5	-0.0098902	-0.092338	0.97756	0.99548	0.92643	0.97984
FCER2	5	-0.079534	-0.84509	0.5296	0.89137	0.39806	0.7823
FCF1	5	-0.47894	-2.6339	0.0056648	0.10797	0.0084405	0.17531
FCGBP	5	-0.051053	-0.4471	0.69388	0.93317	0.65481	0.8861
FCGR1A	4	-0.51315	-2.7646	0.0073309	0.12816	0.0057001	0.13469
FCGR1B	5	-0.62363	-3.2627	0.00094413	0.030357	0.0011036	0.052295
FCGR2A	4	0.132	1.3551	0.17877	0.6677	0.17539	0.6695
FCGR2B	4	-0.085253	-0.87128	0.5331	0.8918	0.3836	0.77516
FCGR3A	2	0.079699	0.52578	0.60324	0.91471	0.59904	0.86467
FCGR3B	2	0.085732	0.97917	0.57114	0.90472	0.3275	0.7524
FCGRT	5	0.056129	0.60246	0.51844	0.88673	0.54687	0.84776
FCHO1	5	-0.014485	-0.15279	0.9438	0.99119	0.87856	0.96552
FCHO2	5	0.13543	0.85954	0.12185	0.58429	0.39004	0.77905
FCHSD1	5	0.026904	0.32615	0.73642	0.94464	0.74431	0.91749
FCHSD2	5	-0.016082	-0.14768	0.93258	0.98998	0.88259	0.96681
FCN1	5	0.033442	0.33125	0.68483	0.9327	0.74046	0.91639
FCN2	5	0.14583	1.4985	0.093691	0.5231	0.13401	0.63332
FCN3	5	-0.037725	-0.47783	0.7798	0.95552	0.63277	0.87881
FCRL1	5	-0.057899	-0.71054	0.64917	0.9225	0.47737	0.81862
FCRL2	5	-0.0092177	-0.075008	0.98267	0.9969	0.94021	0.98489
FCRL3	5	0.056753	1.0676	0.51372	0.88491	0.28571	0.7317
FCRL4	5	-0.032037	-0.4663	0.81867	0.96529	0.641	0.88179
FCRL5	5	0.14516	1.3649	0.096024	0.52988	0.1723	0.66817
FCRL6	5	-0.13395	-1.188	0.30479	0.78467	0.23483	0.70402
FCRLA	13	-0.0010442	-0.02061	0.84677	0.9709	0.98356	0.996
FCRLB	5	0.12601	1.4594	0.15173	0.62971	0.14446	0.64825
FDCSP	4	0.23452	1.4165	0.015995	0.20961	0.15664	0.65743
FDFT1	5	0.047482	0.97209	0.58053	0.90666	0.331	0.75472
FDPS	5	-0.032749	-0.36576	0.81356	0.96458	0.71454	0.90697
FDX1	5	-0.055265	-0.32777	0.66578	0.92629	0.74309	0.91749
FDX1L	5	-0.20387	-1.4181	0.14467	0.61657	0.15616	0.65743
